,,"3NT- likely (semi) solid clubs, D shortage,",ALL non game bids are slam tries,Natural
,,stops in majors,,
,,,,
1C,1H,MOST further bidding is similar to sequences following 1C-1D:,,
Natural 4+,Natural 4+ suit,,,
unless 4(poor)333,5+pts,1S - Natural 4+ card suit,2D – FSF; 3D- spade raise short club; 2C-weak,Appendix 5
10-21pts,,,"2H- 6+ invit; 3H- 6+, Raises/NT- natural;",
,,"2C – 5+ clubs, limited","2D- natural in principle, forcing; 3D/3S- splinter",Natural
,,,"2H- 6+ invit; 3H- 6+, Raises/NT- natural;",
,NB.shouldn’t have:,"2H – minimum raise, may be 3 card support",2NT – checking strength of support; Game try,Natural (game try)
,a) 4 card support,,,
,10+pts unless 5+H,2S – strong and distributional (6-4+) 2 suiter,2NT-weak hand(5-8ps); 3D- FSF; others- nat 9+,Natural
,(2C),,,
,b) 6+ H suit,2NT – 17-18pts balanced,3C-Checkback; 3H- good 6+; 3D/3S- nat (5-5),Appendix 2
,3-8pts unless,,,
,3+ support,"3C – good 6+ card suit, 7-8 playing tricks",3D/3S- may be just values; 3H- good 6+,Natural
,(2H),,,
,c) 15+ balanced,3D- splinter,3H- (sub) min; New suit- cue,Natural
,(2NT),,,
,,3H- invitational raise (15+unbal or 17-18 bal),New suit- cue bid; 3NT- alternative (Not serious),Natural (cue bid)
,,3S/4D- Splinter/void strong with heart support,New suit- cue bid,Natural (cue bid)
,,3NT-(semi) solid club suit + stops +3 hearts,New suit- cue bid (hearts); 4C- agrees clubs,Natural
,,4C- strong with heart support + a good suit,New suit- cue bid,Natural (cue bid)
,,,,
,,,,
OPENER,RESPONDER,OPENER REBID,RESPONDER REBID,FURTHER?
,,,,
1C,1H,DIFFERENT to sequences following 1C-1D:,,
Natural 4+,Natural 4+ suit,"2D – REVERSE with 16+pts, natural",2H – promises 5+ hearts,Appendix 3
unless 4(poor)333,5+pts,,2S – FSF,Appendix 5
10-21pts,,,2NT – FORCES* 3C (weak support/suit/good,* unless unwilling
,,, club support + shortage)            ,to play in 3C
,,,3C/3D- support with non minimum,Natural (cue bid)
,,,3H – good 6 card suit,Natural
,,,3S- diamond support with club shortage,Natural (cue bid)
,,,"3NT – natural, limited, good spade stop",
,,,,
,,1NT – 11-13pts balanced,2C – FORCES 2D (weak with D or most invit),all bids invitational
,,,2D- Game Forcing CHECKBACK,Appendix 2
,,,"2H – weak, to play",
,,,2S – natural 5-4,Natural
,,,2NT – FORCES 3C (weak with clubs or GF,Appendix 2
,,,                               With 4 card support),
,,,"3C – 4 card support, invitational",Natural (values)
,,,3D – good 5-5,Natural (cue bid)
,,,3H/3S*/4C*/4D* – Good 6+ suit (*self Splinter),Natural (cue bid)
,,,,
,,ALL further bidding is similar to sequences following 1C-1H:,,
,,,,
1C,1S,1NT – 11-13 balanced,2D/2H – weak 5-4; 2S- weak;3D/3H – good 5-5;,Appendix 2
Natural 4+,Natural 4+ suit,,2C/2D/2NT- Checkback; 3C- invitational; 3S- 6+,
unless 4(poor)333,5+pts,,,
10-21pts,,"2C – 5+ clubs, limited",2D/2H – natural in principle; 3D/3H – Splinters,Natural
,NB.shouldn’t have:,,"2S-6+ invit; Raises/NT- nat, invit; 3S- good 6+",
,a) 4 card support,,,
,10+pts unless 5+S,"2D – REVERSE, 16+pts, natural (2NT)",2H – FSF; 2NT- forces 3C; Raises- nat; 2S- 5+,Appendix 3
,(2C),"2H – REVERSE, 16+pts, natural (2NT)",3D- FSF; 2NT-forces 3C; Raises- nat; 2S- 5+,Appendix 3
,b) 6+ S suit,,,
,3-8pts unless,2S – minimum raise (may be 3 card support),2NT- check support; New Suit- game try;,Natural (game try)
,3+ support (2S),,,
,c) 15+ bal (2NT),2NT – 17-18pts balanced,3C- Checkback; 3D/3H- natural (5-5); 3S- 6+,Appendix 5
,,,,
OPENER,RESPONDER,OPENER REBID,RESPONDER REBID,FURTHER?
,,,,
1C,1S,"3C – good 6+ card suit, 7-8 playing tricks",3D/3H- may only be values; 3S- good 6+,Natural
,,,,
,,3D/3H- splinters,New suit- cue bid; 3NT- alternative (Not serious),Natural
,,3S- invitational raise (15+ unbal or 17-18 bal),New suit- cue bid; 3NT- alternative (Not serious),Natural (cue bid)
,,3NT-(semi) solid club suit + stops +3 Spades,New suit- cue bid (spades); 4C- agrees clubs,Natural
,,4C- strong with spade support + a good suit,New suit- cue bid,Natural (cue bid)
,,4D/4H- void strong with spade support,New suit- cue bid,Natural (cue bid)
,,,,
,,,,
1C,1NT,"2C – 5+ clubs, limited",responder will usually pass,
Natural 4+,5-9pts,,,
unless 4(poor)333,Likely 4 card,"2D/2H/2S – REVERSE, 16+pts natural",2NT- ANY 5-7pts (responder has 3+ support),Natural (3C to play)
10-21pts,support,,3C – good 3 or 4 card support,Natural (cue bid)
,Unless 3343,,"NEW SUIT – 8-10pts, values",Natural
,,,,
,NB.shouldn’t have:,2NT – 17-18pts balanced,,
, a 4 card major,,,
,,"3C – good 6+ card suit, 7-8 playing tricks",New Suit- probably concentrated values,
,,,,
,,3D/3H/3S- strong and distributional (6-5),New suit- cue bid,
,,,,
,,,,
1C,2C,"2D – ANY minimum, 10-14pts (to 2NT/3C)",2H- game interest only,Bids out shape
Natural 4+,4+ support,,,(3S-5-5 poor S)
unless 4(poor)333,10-15pts bal (not,,2S- definite club slam interest,Natural (cue bid)
10-21pts,3334 13-15pts),,,2NT- 3 card club 4333
,or 9+pts unbal,,,3NT- poor bal 11-13
,(NB. wont have a,,"2NT – natural, limited",Natural (3C to play)
,5+ D/H/S suit),,"3C – natural, minimum",Natural
,,,3D/3H/3S – Splinter (limited),Natural (cue bid)
,,,3NT – natural,Natural
,,,4C- RKCB,Appendix 4
,,,,
,,,,
,,,,
OPENER,RESPONDER,OPENER REBID,RESPONDER REBID,FURTHER?
,,,,
1C,2C,"2H- natural, 14+pts",2S-natural (in principle),Natural
Natural 4+,4+ support,,2NT- suggests 13-15pts balanced (or short H),Natural
unless 4(poor)333,10-15pts bal (not,,"3C- sets suit, non minimum",Natural (cue bid
10-21pts,3334 13-15pts),,"3D/3S- Splinter, minimum",Natural (cue bid)
,or 9+pts unbal,,3H – confirms 4-4 fit,Natural (cue bid)
,NB.shouldn’t have:,,"3NT- natural, minimum (10-12pts)",
,5+ D/H/S suit),,4C- RKCB,
,,,,Appendix 4
,,"2S- natural, 14+pts",Effectively as after 1C-2C-2H:,
,,,2NT- suggests 13-15pts bal; 3C/3S- sets suit;,
,,,"3D/3H- Splinter, minimum; 4C-RKCB; 3NT-nat, min",
,,,,
,,"2NT- 4 diamonds, 14+pts",Effectively as after 1C-2C-2H:,
,,,3C/3D-set suit; 3H/3S- Splinter; 4C/4D- RKCB,
,,,,
,,"3C- 14+pts, usually 6 clubs, no shortage",NEW SUIT – cue bid,
,,,"3NT- natural, minimum (10-12pts)",Natural (cue bid)
,,,4C- RKCB,
,,,,Appendix 4
,,"3D/3H/3S- Splinter, usually 6+ clubs, 14+pts",NEW SUIT – cue bid,
,,,,Natural (cue bid)
,,3NT – 17-18pts bal,all continuations (except 4NT) agree clubs,
,,,,Natural (cue bid)
,,4C- RKCB,,
,,,,Appendix 4
,,,,
1C,2D/2H/2S*,2NT- asks for range/high card feature,REBID – minimum,
Natural 4+,"weak 3-9pts, 6+",,"NEW SUIT/3C/3NT – feature, non minimum",Natural
unless 4(poor)333,"suit, no fit (<Hxx)",,,Natural
10-21pts,,"3C – no fit, long suit",responder usually passes,Natural
,(*BY PASSED,,,
,HAND SHOWS,RAISE – obstructive,responder usually passes,
,FIT JUMP (invit)),,,
,,"NEW SUIT- natural, strong and/or distributional",,
,,,,
OPENER,RESPONDER,OPENER REBID,RESPONDER REBID,FURTHER?
,,,,
1C,2NT*,3C- usually 6+ clubs,NEW SUIT – natural,Natural
Natural 4+,15+pts balanced,,"3NT- likely 3343, minimum",
unless 4(poor)333,(denies 4+ support),,4C- agrees suit,Natural (cue bid)
10-21pts,,,,
,,"3D/3H/3S- natural, promises 5 clubs (ie 5-4)",NEW SUIT (3 level)– natural,Natural
,(*BY PASSED,,"3NT- natural, minimum",Bids if non-min
,HAND SHOWS,,4C- agrees suit,
,SOUND RAISE,,,
,to 3C),3NT – 11-13pts balanced,responder continues naturally if non-minimum,
,,,,
,,4C- 17-18 bal (either 4-4 in minors or 5+ clubs),4D- checking for possible D fit,Natural (cue bid
,,,NEW SUIT – cue bid agreeing clubs,Natural
,,,,
,,"4D/4H/4S- Self splinter, non minimum, 6+ clubs",,
,,,,
,,4NT- 17-18pts specifically 3334 (any) shape,,
,,,,
,,,,
1C,3C,"NEW SUIT – natural, in principle",responder continues naturally,
Natural 4+,obstructive raise,,,
unless 4(poor)333,"4+ support, 5-8pts",3NT – to play,,
10-21pts,,,,
,,,,
1C,3D/3H/3S,New suit- cue bid; 3NT- to play if max; 4C- min,,
Natural 4+,Splinter (limited),,,
unless 4(poor)333,,,,
,,,,
1C,3NT,opener continues naturally,,
Natural 4+,Specifically 3334,,,
unless 4(poor)333,13-15pts,,,
10-21pts,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
FOR SEQUENCES FOLLOWING INTERVENTION OVER 1C/1D/1H/1S – SEE APPENDIX 7,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
FOR SEQUENCES FOLLOWING INTERVENTION OVER 1NT SEE APPENDIX 8,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
FOR SEQUENCES INVOLVING INTERVENTION OVER 2C SEE APPENDIX 8,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
FOR SEQUENCES INVOLVING INTERVENTION OVER 2D SEE APPENDIX 8,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
FOR SEQUENCES INVOLVING INTERVENTION OVER 2H SEE APPENDIX 8,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
FOR SEQUENCES INVOLVING INTERVENTION OVER 2S SEE APPENDIX 8,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
